experiment_identifier,experiment_description,ParameterSet_id,ml_classifier_name,implementation_language,outcome_type,app_file_path,full_dataset_name,host_name,user_id,compute_manufacture,computer_name,os,system_type,cpu_gpu,cpu_gpu_model,processing_unit_speed,ram,number_of_cores_used,mean_core_percent_usage,start_date_time,end_date_time,running_time1(average sec),running_time2(sec),mean_fit_time,std_fit_time,mean_score_time,std_score_time,split_random_seed,split0_test_auc,split1_test_auc,split2_test_auc,split3_test_auc,split4_test_auc,mean_test_auc,combined_test_auc,std_test_auc,rank_test_auc,percent_auc_diff,rank_diff,split0_train_auc,split1_train_auc,split2_train_auc,split3_train_auc,split4_train_auc,mean_train_auc,std_train_auc,split0_test_f1,split1_test_f1,split2_test_f1,split3_test_f1,split4_test_f1,mean_test_f1,std_test_f1,rank_test_f1,split0_train_f1,split1_train_f1,split2_train_f1,split3_train_f1,split4_train_f1,mean_train_f1,std_train_f1,feature_importance,L1,L2,batch_size,dec,drate,epochs,hacti,iacti,idim,kinit,lrate,ls,ltype,momen,mstruct,oacti,opti
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,16.418039321899414,3.217988,0.017321,0.06562,0.006243,123.0,0.871582,0.781936,0.827432,0.808606,0.885192,0.834866,0.0,0.038519,1,0.162427,1,0.956327,0.9743120000000001,0.9756,0.9803870000000001,0.965724,0.97047,0.008508,0.8791209999999999,0.883495,0.930693,0.8743719999999999,0.908108,0.895136,0.021251,1,0.9167799999999999,0.947631,0.961929,0.963245,0.944737,0.9468639999999999,0.016766,,0.003,0.004,437,0.0006,0.1,131,relu,relu,17,he_uniform,0.04,binary_crossentropy,3,0.1,"(721, 563, 672, 681, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,9.011690139770508,1.696104,0.030407,0.106234,0.088046,123.0,0.8738229999999999,0.77342,0.82519,0.7987449999999999,0.8983129999999999,0.833791,0.0,0.046251,1,0.19434,1,0.995497,0.996375,0.994633,0.998343,0.9942989999999999,0.9958290000000001,0.001449,0.8888889999999999,0.8888889999999999,0.920792,0.88,0.92,0.8996799999999999,0.017192,1,0.9794870000000001,0.989691,0.980843,0.9897440000000001,0.9783440000000001,0.9836219999999999,0.005039,,0.004,0.021,438,0.0005,0.01,129,relu,relu,17,he_uniform,0.09,binary_crossentropy,3,0.9,"(668, 733, 1)",sigmoid,adam
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,21.35168814659119,4.198481,0.021454,0.071857,0.007654,123.0,0.8518600000000001,0.746078,0.8229489999999999,0.816674,0.884724,0.824356,0.0,0.045992,1,0.035311,1,0.8450209999999999,0.8608530000000001,0.8662200000000001,0.853107,0.842125,0.8534649999999999,0.009136,0.8971959999999999,0.878049,0.919192,0.8899520000000001,0.923077,0.901457,0.017199000000000002,1,0.904818,0.918919,0.917949,0.912365,0.896149,0.91004,0.008567,,0.026,0.022,435,0.0009,0.01,169,relu,relu,17,glorot_uniform,0.09,binary_crossentropy,3,0.6,"(660, 762, 563, 660, 1)",sigmoid,SGD
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,3.789615869522095,0.704793,0.007248,0.053131,0.007639,123.0,0.7281489999999999,0.727701,0.724787,0.719408,0.842081,0.748269,0.0,0.046814,1,0.016463,1,0.752946,0.784496,0.761173,0.773861,0.73046,0.760587,0.018516,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.014,0.011,411,0.0003,0.05,122,relu,relu,17,glorot_normal,0.04,binary_crossentropy,3,0.4,"(646, 1)",sigmoid,SGD
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,9.12076997756958,1.761655,0.022716,0.062499,1.3000000000000001e-05,123.0,0.8742719999999999,0.7658,0.821156,0.84805,0.8903469999999999,0.839841,0.0,0.043885,1,0.031224000000000002,1,0.857808,0.8842190000000001,0.8739239999999999,0.865002,0.849367,0.866064,0.012161,0.9038459999999999,0.8888889999999999,0.907317,0.886792,0.932039,0.9037290000000001,0.016229,1,0.911942,0.918392,0.918193,0.9149700000000001,0.9082129999999999,0.914342,0.003872,,0.009,0.028,246,0.0005,0.07,152,relu,relu,17,glorot_uniform,0.08,binary_crossentropy,3,0.9,"(654, 618, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,13.628887653350832,2.657031,0.044315,0.068747,0.0076430000000000005,123.0,0.8218290000000001,0.754594,0.806813,0.836844,0.871134,0.818155,0.0,0.038281,1,0.049285,1,0.8428120000000001,0.8764299999999999,0.8676360000000001,0.862935,0.8425729999999999,0.858477,0.013597,0.9023260000000001,0.8761899999999999,0.90566,0.900474,0.919431,0.9007850000000001,0.013982,1,0.901639,0.912784,0.907583,0.910165,0.908442,0.9081229999999999,0.0036969999999999998,,0.0,0.014,255,0.0009,0.1,147,relu,relu,17,glorot_normal,0.01,binary_crossentropy,3,0.5,"(602, 578, 793, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,4.71839165687561,0.8905549999999999,0.059726,0.053124,0.0076549999999999995,123.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.028,0.008,480,0.0007,0.08,161,relu,relu,17,constant,0.06,binary_crossentropy,3,0.6,"(799, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,18.085493564605716,3.54524,0.053272,0.071858,0.007653,123.0,0.850067,0.746526,0.823398,0.803675,0.8734770000000001,0.8193379999999999,0.0,0.043427999999999994,1,0.032886,1,0.839583,0.8643930000000001,0.8542959999999999,0.8401350000000001,0.8330059999999999,0.846283,0.011412,0.9170729999999999,0.892019,0.909953,0.892019,0.898148,0.901848,0.010051000000000001,1,0.9121950000000001,0.9052629999999999,0.914842,0.9039149999999999,0.894009,0.9060450000000001,0.0072829999999999995,,0.021,0.01,374,0.0006,0.06,137,relu,relu,17,he_uniform,0.05,binary_crossentropy,3,0.5,"(787, 583, 698, 635, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,11.130867004394533,2.169925,0.023622,0.056248,0.00765,123.0,0.739803,0.7236670000000001,0.714478,0.715374,0.8378629999999999,0.746084,0.0,0.046595,1,0.006278,1,0.760083,0.760508,0.7478899999999999,0.774145,0.711214,0.750768,0.021452000000000002,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.021,0.014,209,0.0004,0.02,161,relu,relu,17,glorot_normal,0.01,binary_crossentropy,3,0.4,"(779, 579, 1)",sigmoid,SGD
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,8.170678377151491,1.5716370000000002,0.017414,0.062499,1.4999999999999999e-05,123.0,0.868893,0.759973,0.832362,0.7906770000000001,0.9100280000000001,0.832257,0.0,0.053512,1,0.200579,1,0.999603,0.999094,0.9993059999999999,0.999533,0.998417,0.9991909999999999,0.000426,0.8944719999999999,0.8844219999999999,0.920792,0.862944,0.918367,0.8961629999999999,0.02165,1,0.994859,0.9910370000000001,0.992308,0.9910370000000001,0.9871790000000001,0.991284,0.002482,,0.026,0.018,174,0.0006,0.06,105,relu,relu,17,he_normal,0.08,binary_crossentropy,3,0.5,"(589, 745, 1)",sigmoid,adam
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,3.732693910598755,0.6850890000000001,0.002745,0.061449000000000004,0.0021149999999999997,123.0,0.81645,0.7433890000000001,0.794711,0.7651279999999999,0.881912,0.800182,0.0,0.047733,1,0.022816,1,0.801801,0.852923,0.8262010000000001,0.812719,0.798549,0.818439,0.019771,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.01,0.006,375,0.0009,0.08,107,relu,relu,17,glorot_normal,0.08,binary_crossentropy,3,0.3,"(781, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,3.3496363162994385,0.613672,0.009301,0.05625499999999999,0.0076560000000000005,123.0,0.84424,0.754146,0.816226,0.802331,0.876289,0.81855,0.0,0.040979,1,0.025401,1,0.827858,0.859734,0.84614,0.835391,0.827586,0.839342,0.012229,0.894009,0.88785,0.894009,0.894009,0.9023260000000001,0.8944280000000001,0.0046,1,0.9002319999999999,0.9054840000000001,0.8971100000000001,0.8968709999999999,0.894009,0.898741,0.0039049999999999996,,0.003,0.017,279,0.0004,0.03,117,relu,relu,17,glorot_uniform,0.07,binary_crossentropy,3,0.5,"(647, 1)",sigmoid,SGD
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,4.370830535888672,0.824148,0.0065840000000000004,0.050019,0.006249,123.0,0.741596,0.6954279999999999,0.7660239999999999,0.7660239999999999,0.788191,0.751391,0.0,0.031646,1,0.027101999999999998,1,0.743486,0.801192,0.776467,0.793248,0.744383,0.771755,0.024079,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.025,0.024,176,0.0007,0.01,143,relu,relu,17,glorot_uniform,0.06,binary_crossentropy,3,0.5,"(633, 1)",sigmoid,adam
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,17.629773616790768,3.461642,0.060595,0.064312,0.0073620000000000005,123.0,0.857239,0.747423,0.807037,0.815329,0.8922209999999999,0.823736,0.0,0.048922,1,0.21355300000000002,1,0.99966,0.9997729999999999,0.999618,0.999674,0.99951,0.999647,8.6e-05,0.9137059999999999,0.8615379999999999,0.915423,0.8955219999999999,0.9081629999999999,0.898855,0.019939,1,0.993548,0.9948319999999999,0.993532,0.993598,0.9922479999999999,0.993552,0.000817,,0.01,0.002,494,0.0002,0.08,168,relu,relu,17,glorot_uniform,0.04,binary_crossentropy,3,0.7,"(611, 746, 562, 553, 1)",sigmoid,adam
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,8.489002466201782,1.6353090000000001,0.01625,0.062491,1.1e-05,123.0,0.826759,0.731735,0.781712,0.783057,0.895501,0.8036,0.0,0.054777,1,0.011367,1,0.808995,0.839498,0.8170810000000001,0.818639,0.779457,0.8127340000000001,0.01945,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.021,0.0,150,0.0007,0.08,106,relu,relu,17,glorot_normal,0.03,binary_crossentropy,3,0.3,"(620, 689, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,10.42088508605957,2.0171930000000002,0.006469,0.066984,0.0070420000000000005,123.0,0.8433440000000001,0.759973,0.810847,0.80502,0.9123709999999999,0.826167,0.0,0.050496,1,0.200044,1,0.9916729999999999,0.995242,0.9939959999999999,0.9913620000000001,0.984914,0.9914370000000001,0.0035670000000000003,0.8947370000000001,0.883249,0.915423,0.8855719999999999,0.93401,0.902546,0.01935,1,0.972477,0.976982,0.9833120000000001,0.965087,0.960908,0.9717530000000001,0.008043999999999999,,0.013,0.011,342,0.0,0.06,113,relu,relu,17,glorot_uniform,0.02,binary_crossentropy,3,0.5,"(725, 554, 597, 1)",sigmoid,adam
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,11.695372581481935,2.274643,0.10516700000000001,0.06443099999999999,0.0038770000000000002,123.0,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,1,0.0,1,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.025,0.015,409,0.0001,0.02,153,relu,relu,17,constant,0.01,binary_crossentropy,3,0.4,"(753, 798, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,3.7727193832397465,0.6920350000000001,0.010274,0.06250800000000001,1.2e-05,123.0,0.7433890000000001,0.682878,0.738682,0.7041689999999999,0.841143,0.741887,0.0,0.05424299999999999,1,0.017243,1,0.738246,0.745468,0.763722,0.772332,0.753628,0.754679,0.012242,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.019,0.007,354,0.0005,0.02,148,relu,relu,17,glorot_uniform,0.06,binary_crossentropy,3,0.2,"(590, 1)",sigmoid,SGD
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,3.4132137298583984,0.626386,0.0049310000000000005,0.056255999999999994,0.007668,123.0,0.8231729999999999,0.716047,0.764231,0.776782,0.865979,0.789114,0.0,0.051286,1,0.013930000000000001,1,0.813074,0.826385,0.775193,0.792809,0.793072,0.8001060000000001,0.017787999999999998,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.008,0.012,302,0.0002,0.08,118,relu,relu,17,he_normal,0.08,binary_crossentropy,3,0.9,"(743, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,4.390957832336427,0.8210870000000001,0.006386,0.057103999999999995,0.005706,123.0,0.8218290000000001,0.717391,0.7951590000000001,0.826535,0.8945639999999999,0.810956,0.0,0.057138999999999995,1,0.020682,1,0.819418,0.842132,0.8356319999999999,0.831299,0.810161,0.827728,0.011492,0.894009,0.894009,0.894009,0.894009,0.898148,0.8948309999999999,0.0016510000000000001,1,0.89504,0.89504,0.89504,0.89504,0.894009,0.894834,0.000412,,0.028,0.013,470,0.0005,0.06,158,relu,relu,17,he_normal,0.03,binary_crossentropy,3,0.2,"(615, 1)",sigmoid,Adagrad
'comparative','stage-3-6 15Year I 240 experiment',1.0,'deep learning keras',"'python 3.7.0 (default, Jun 28 2018, 08:04:48) [MSC v.1912 64 bit (AMD64)]'",'ar-I-240','C:\\Users\\YIZ209\\PycharmProjects\\keras\\DNM-RF\\stage3-6/15year_stage3-6.py','/LSM-15Year-I-240.txt','DBMI-YIZ209-DT','YIZ209','Dell Inc.','DBMI-YIZ209-DT','Windows-10-10.0.19041-SP0','AMD64','CPU','Intel(R) Core(TM) i7-10700 CPU @ 2.90GHz','2.9000 GHz','63.72G',3,'2.6666666666666665%','12/21/2022 10:07:24','12/21/2022 10:30:37',1392.698651,16.26685905456543,3.194008,0.10155499999999999,0.059364,0.00625,123.0,0.8742719999999999,0.7658,0.831017,0.8184670000000001,0.89925,0.837659,0.0,0.046252,1,0.189102,1,0.995497,0.994675,0.996276,0.996842,0.997016,0.9960610000000001,0.0008730000000000001,0.90099,0.8910889999999999,0.9268290000000001,0.85567,0.92,0.8988809999999999,0.025144,1,0.9734510000000001,0.9687110000000001,0.980892,0.988506,0.9809889999999999,0.97851,0.006831,,0.016,0.011,139,0.0,0.09,164,relu,relu,17,he_normal,0.01,binary_crossentropy,3,0.9,"(795, 797, 1)",sigmoid,adam
